created_at,screen_name,text,target
Fri Feb 05 13:11:15 +0000 2016,coool_kashish,"Guys ,  GO+ is enriched version is superb @vinaylohia82  #DatsunPavilion @DatsunIndia  #AETMS2016",Technology
Fri Feb 05 13:11:17 +0000 2016,rakesh_garia,RT @bmwindia: We are BMW and we are showcasing the #FutureOfLuxury at the #AutoExpo2016  #AETMS2016,Advertisement
Fri Feb 05 13:11:17 +0000 2016,nagubela,The @RenaultIndia #Duster has been refreshed. Click for details and images -   #AutoExpo2016  ,Advertisement
Fri Feb 05 13:11:18 +0000 2016,statsosphere,RT @quest_media: #AutoExpo2016 #FIAT  ,Others
Fri Feb 05 13:11:23 +0000 2016,CarKhabri,#Cars that will grab the attention of #Selfie lovers @AutoExpo2016.  #VitaraBrezza #TataHexa ,Others
Fri Feb 05 13:11:25 +0000 2016,bharathautos,"New #Nissan #XTrail debuts @AutoExpo2016 -  #autoexpo2k16
@Nissan_India @Nissan #NissanXtrail ",Advertisement
Fri Feb 05 13:11:28 +0000 2016,priyasharma4211,"Past, Present and future of the cars @DatsunIndia at the #DatsunPavilion #AETMS2016 ",Automobile
Fri Feb 05 13:11:28 +0000 2016,Dragonmbkhan,#AllNewBMWX1 game changer has caught everyone’s attention at Auto Expo 2016. Check ,Entertainment
Fri Feb 05 13:11:30 +0000 2016,wbs_mehul,RT @PressPlayTVapp: New Shark of the race track revealed #TVSAkula310! Watch it on #PressPlayTV #AutoExpo2016 @PD_Official @TVSMotor https:…,Advertisement
Fri Feb 05 13:11:34 +0000 2016,rakesh_garia,RT @bmwindia: The young generation loves them too! #FutureOfLuxury #AutoExpo2016 ,Others
Fri Feb 05 13:11:35 +0000 2016,TheShreeTweets,RT @bmwindia: The young generation loves them too! #FutureOfLuxury #AutoExpo2016 ,Others
Fri Feb 05 13:11:36 +0000 2016,SocialGK,"RT @AUTOTODAYMAG: So #mahindra #aero will come with 2.2L mHawk engine 210bhp, 6speed M/At gearbox #autoexpo2016 ",Technology
Fri Feb 05 13:11:42 +0000 2016,immadhuchandra,"RT @MarutiCiaz: #Ciaz is all set to turn heads at the Auto Expo!
#MarutiSuzukiTransformotion ",Advertisement
Fri Feb 05 13:11:44 +0000 2016,coool_kashish,RT @NishuSRKian: .@DatsunIndia is all set to showcase their rich tradition at the #DatsunPavilion at #AETMS2016 to inspire young strivers,Advertisement
Fri Feb 05 13:11:45 +0000 2016,wbs_mehul,"RT @drift_singh: I'll let the images talk!
@AudiIN @PD_Official @AutoExpo2016 #audiprologue ",Others
Fri Feb 05 13:11:45 +0000 2016,coool_kashish,"RT @NishuSRKian: The Datsun GO-cross Concept is being exhibited for the first time in India at the #DatsunPavilion, #AETMS2016 @DatsunIndia",Technology
Fri Feb 05 13:11:48 +0000 2016,coool_kashish,"RT @freeky9219: @DatsunIndia Witness the glory of  the rally machine, Bluebird 1600 SSS (510) and becaome  part of amazing  #DatsunPavilion…",Automobile
Fri Feb 05 13:11:50 +0000 2016,coool_kashish,RT @FarebiAankhein: We all know exactly where we all wanna go with this . #DatsunPavilion so go ahead and unveal the pleasure #AutoExpo2016…,Advertisement
Fri Feb 05 13:11:52 +0000 2016,coool_kashish,"RT @FarebiAankhein: Hurry now Visit the #DatsunPavilion at d Auto Expo 2016, Delhi to c d Group of cars being shwn there: ",Advertisement
Fri Feb 05 13:11:52 +0000 2016,contentbazaar,"Top 10 Best Bikes and Scooter at the 2016 Auto Expo  

— Live news support (wlivenews) Febr…",Automobile
Fri Feb 05 13:11:56 +0000 2016,coool_kashish,RT @fajadwet: A sneak peek at first day at the #DatsunPavilion. Tune to @DatsunIndia for updates live from the #AETMS2016 ,Advertisement
Fri Feb 05 13:11:56 +0000 2016,BikeWale,New @suzuki2wheelers Access 125 shown at the #AETMS2016. Here are all its details:  ,Automobile
Fri Feb 05 13:11:57 +0000 2016,coool_kashish,RT @zubby_44: The GO-cross Concept is to meant for new generation drivers . #DatsunPavilion #AutoExpo2016 @DatsunIndia ,Technology
Fri Feb 05 13:11:58 +0000 2016,priyasharma4211,"Go Cross fluid character lines on the back. Its simply awesome! #DatsunPavilion #AETMS2016
@DatsunIndia
",Automobile
Fri Feb 05 13:11:59 +0000 2016,coool_kashish,"RT @zubby_44: Exhibited for the first time ever in India - the Datsun GO-cross Concept #DatsunPavilion, #AutoExpo2016 @DatsunIndia https://…",Technology
Fri Feb 05 13:12:05 +0000 2016,coool_kashish,Ml ,Others
Fri Feb 05 13:12:08 +0000 2016,Sarwar_Connects,The Panorama glass roof of #AllNewBMWX1 is the new attraction. Follow BMW Auto Expo updates on ,Technology
Fri Feb 05 13:12:13 +0000 2016,Punjabpress,"Luxury, sports cars biggest draw at Auto Expo ",Automobile
Fri Feb 05 13:12:17 +0000 2016,dw_bengali,??????? ??????? ????-?? ?????? ??? ?????? ????..  #AutoExpo2016 ,Others
Fri Feb 05 13:12:18 +0000 2016,ankit_choudhryy,"RT @trucks_dekho: List of popular trucks, tractors, tippers, pickups &amp; minis at @  #AutoExpo2016 #TrucksAtExpo https…",Automobile
Fri Feb 05 13:12:19 +0000 2016,coool_kashish,RT @Shady535: #DatsunPavilion Follow @DatsunIndia for updates live from the #AETMS2016 ,Advertisement
Fri Feb 05 13:12:22 +0000 2016,pratheekkunder,RT @BikeWale: New @suzuki2wheelers Access 125 shown at the #AETMS2016. Here are all its details:  ,Automobile
Fri Feb 05 13:12:23 +0000 2016,TheShreeTweets,RT @bmwindia: BMW India invites you on an immersive tour of the #AllNewBMW7Series from the Auto Expo 2016 featuring @sachin_rt …,Advertisement
Fri Feb 05 13:12:25 +0000 2016,ZodinIndustries,"Auto Expo 2016: Here’s all you need to know about the new launches @

#AETMS16 #Superbikes... ",Advertisement
Fri Feb 05 13:12:27 +0000 2016,coool_kashish,"RT @DatsunIndia: Visit the #DatsunPavilion at #AutoExpo2016 to relive the past and unveil the future.
More:  https:/…",Technology
Fri Feb 05 13:12:27 +0000 2016,Ashok_Uppuluri,"Visit the #DatsunPavilion at the Auto Expo 2016, Delhi to c d Group of cars being sownn there:   @DatsunIndia",Advertisement
Fri Feb 05 13:12:33 +0000 2016,coool_kashish,"RT @Sag_Mart: #DatsunPavilion concept unveiled at #AutoExpo2016 . @ 
#AETMS2016 #Datsun @AutoExpo2016 ",Technology
Fri Feb 05 13:12:35 +0000 2016,nazim24411,RT @SoDelhi: 5 Lucky couples across Delhi NCR will win Exclusive Passes for Auto Expo! #FordAtAutoExpo CC: @ContestsinIndia @ContestBoard @…,Business
Fri Feb 05 13:12:35 +0000 2016,KaranKundnani9,@SoDelhi @shoaib2095 @FordIndia @AutoExpo2016 join in @tkaran50 @s_priyanka26 @debabrato1 in the #FordAtAutoExpo contest &amp; win FK vouchers!,Entertainment
Fri Feb 05 13:12:36 +0000 2016,nazim24411,RT @SoDelhi: You &amp; your mate can have a chance to see the iconic #FordMustang in flesh at the Auto Expo #FordAtAutoExpo CC: @contestmantra …,Entertainment
Fri Feb 05 13:12:38 +0000 2016,coool_kashish,RT @rushlane: .@DatsunIndia #GORally Car -  @AutoExpo2016 #AETMS2016 #AutoExpo2016 #AutoExpo #2016AutoExpo …,Automobile
Fri Feb 05 13:12:40 +0000 2016,priyasharma4211,It's time to give Thumbs up to future  #DatsunPavilion at delhi #AutoExpo2016 #AETMS2016 @DatsunIndia,Technology
Fri Feb 05 13:12:43 +0000 2016,coool_kashish,"RT @DatsunIndia: Say YES to the past, present and future at the #DatsunPavilion, at #AutoExpo2016.
Know More: 
https…",Technology
Fri Feb 05 13:12:45 +0000 2016,baanisharma1,Auto expo 2016,Others
Fri Feb 05 13:12:46 +0000 2016,coool_kashish,RT @Zigwheels: #AutoExpo2016 : #Datsun Go-Cross Concept unveiled. Read more -  #ZigExpo #AETMS16 ,Technology
Fri Feb 05 13:12:48 +0000 2016,indiandrives,New #HyundaiCreta Showcased - Auto Expo 2016 #ExperienceHyundai #Hyundai #Creta #SUV ,Advertisement
Fri Feb 05 13:12:50 +0000 2016,coool_kashish,RT @stuff_india: Check out this classic Datsun Bluebird! #Motorsport #Classic #Cars @DatsunIndia @Nissan_India #AutoExpo2016 ,Automobile
Fri Feb 05 13:12:50 +0000 2016,KamalahasanTN,@MahindraRise @MahindraTUV300 @AutoExpo2016 #AutoExpo2016 #AutoExpo #MylerAtExpo #MahindraTUV300 #Endurance #Edition ,Others
Fri Feb 05 13:13:05 +0000 2016,Ashok_Uppuluri,"Past, Present and future of the cars @DatsunIndia one place at #DatsunPavilion #AETMS2016 ",Technology
Fri Feb 05 13:13:10 +0000 2016,burnyourfuel,@MahindraRise @MahindraTUV300 @AutoExpo2016 #AutoExpo2016 #AutoExpo #MylerAtExpo #MahindraTUV300 #Endurance #Edition ,Others
Fri Feb 05 13:13:19 +0000 2016,Ashok_Uppuluri,Large five-spoke alloy wheels completes d look of the GO-Cross Concept. #DatsunPavilion #AETMS2016    @DatsunIndia,Technology
Fri Feb 05 13:13:19 +0000 2016,hemanthkakumanu,RT @TheAutoWire: @Maruti_Corp unveils the #VitaraBrezza at #AETMS16 @AutoExpo2016 Get all info here: ,Others
Fri Feb 05 13:13:19 +0000 2016,BioDrones,Renault KWID Climber and Racer Showcased @ Auto Expo 2016  ,Automobile
Fri Feb 05 13:13:20 +0000 2016,SocialGK,"RT @Zigwheels: #AutoExpo2016: #Mahindra displays #SsangYong #Tivoli, #e2o Sport &amp; #XUV #Aero Concept. More-  https:/…",Technology
Fri Feb 05 13:13:23 +0000 2016,suvadeep_paul,Top 5 bikes at Auto Expo 2016  via @AutocarIndiaMag,Automobile
Fri Feb 05 13:13:23 +0000 2016,RKKrishnan,"Oh yes, I am familiar with this behaviour of the media ",Others
Fri Feb 05 13:13:24 +0000 2016,nony_garg,RT @HeroMotoCorp: Xtreme got more enthralling at #HeroAutoExpo . Check it out the new Xtreme 200S here  #Greenovatio…,Automobile
Fri Feb 05 13:13:26 +0000 2016,IndiaTrenders,"The tweet with the most impact of the 'Xtreme 200S' Trend, was published by HeroMotoCorp:  (98 RTs) #trndnl",Automobile
Fri Feb 05 13:13:31 +0000 2016,toti23567,  Listen &amp; watch to this video music ??         #YouknowIGotIt        by       #LeaMakhoul   ?     #AutoExpo2016,Advertisement
Fri Feb 05 13:13:42 +0000 2016,moneycontrolcom,Mahindra XUV Aero concept is unveiled  @odmag #AutoExpo2016 ,Technology
Fri Feb 05 13:13:43 +0000 2016,Ashok_Uppuluri,Hello Luxury car lovers check out #DatsunPavilion ! Follow @DatsunIndia for updates live from the #AutoExpo2016 ,Advertisement
Fri Feb 05 13:13:44 +0000 2016,AutoAdda,New #HyundaiCreta Showcased - Auto Expo 2016 #ExperienceHyundai #Hyundai #Creta #SUV ,Advertisement
Fri Feb 05 13:13:50 +0000 2016,Dragonmbkhan,#AllNewBMWX1 best in class performance attracted everyone’s  at Auto Expo 2016. Check   and see all the updates.,Advertisement
Fri Feb 05 13:13:50 +0000 2016,myvote_today,"Finally toppled #2! #Votingmatters on #MyVoteToday #DailyPoll 

#AutoExpo2016 #IStandWithTajinderBagga #TopGear #Theri #TheriTeaser",Others
Fri Feb 05 13:13:59 +0000 2016,ssrana01,RT @VitaraBrezza: #VitaraBrezza shines out as the Best global debut at the prestigious @carandbike @autoexpo2016 awards. Thanks! .…,Advertisement
Fri Feb 05 13:13:59 +0000 2016,Insa98Rajesh,RT @JLRIndia: Come experience the stunning Range Rover SVAutobiography at Hall No. 14 @AutoExpo2016. #LandRoverAtAutoExpo ,Advertisement
Fri Feb 05 13:14:00 +0000 2016,kaur_crazy,"The GO-cross Concept is adding a sense of style, adventure, and fun to the Datsun line-up at the #DatsunPavilion Auto Expo 16. @DatsunIndia",Technology
Fri Feb 05 13:14:01 +0000 2016,Ashok_Uppuluri,Datsun has at last  brought great GO Cross concept to India at the Auto Expo  #DatsunPavilion ,Technology
Fri Feb 05 13:14:02 +0000 2016,DougRevolta,"Hardly any supercars, but LOTS of small hatchbacks, and clear signs the SUV boom has arrived in India #AutoExpo2016  ",Automobile
Fri Feb 05 13:14:06 +0000 2016,TheShreeTweets,#AllNewBMWX1 has caught everyone’s attention at Auto Expo 2016. Check   and see all the updates.,Advertisement
Fri Feb 05 13:14:06 +0000 2016,TrynnioDeep,"RT @TheQuint: The new Toyota Innova Crysta at #AutoExpo2016 , prices to be revealed soon. ",Automobile
Fri Feb 05 13:14:09 +0000 2016,LattuadaAlberto,Mahindra XUV Aero concept unveiled at Delhi Auto Expo  ,Technology
Fri Feb 05 13:14:10 +0000 2016,LattuadaAlberto,Mahindra XUV Aero concept unveiled at Delhi Auto Expo  ,Technology
Fri Feb 05 13:14:19 +0000 2016,PurbaniM,RT @Indiancarsbikes: Aprilia SR 150 unveiled at 2016 Auto Expo ,Automobile
Fri Feb 05 13:14:24 +0000 2016,MagicianBoBo,RT @omarazamii: So many @divyaszaika at #AutoExpo2016 ? ,Others
Fri Feb 05 13:14:44 +0000 2016,mr_droiid,Awesome sauce !! ,Others
Fri Feb 05 13:14:47 +0000 2016,Ashok_Uppuluri,"@DatsunIndia   
Its for youth generation who believe in never giving up their Targets  #DatsunPavilion #AutoExpo2016",Others
Fri Feb 05 13:14:48 +0000 2016,TheShreeTweets,"#AllNewBMWX1 is the pivot of all attention at Auto Expo 2016
Check updates here:   from @bmwindia",Advertisement
Fri Feb 05 13:14:55 +0000 2016,drivesparkcom,Next Gen @Toyota_India #ToyotaAtAutoExpo Innova Crysta. Will it keep up to its predecessor? CLICK -  #AutoExpo2016,Automobile
Fri Feb 05 13:15:00 +0000 2016,maithalakash,@UMMotorcycles launches Renegade range in India  @drivesparkcom #RenegadeAtAutoExpo #AutoExpo2016,Automobile
Fri Feb 05 13:15:01 +0000 2016,TenNewsDotIn,#AETMS2016 – AUTO EXPO VISITORS CAN ALSO ENJOY CYCLE AND HORSE #POLO ,Entertainment
Fri Feb 05 13:15:15 +0000 2016,suvadeep_paul,New Audi A4 showcased at Auto Expo 2016  via @AutocarIndiaMag,Automobile
Fri Feb 05 13:15:15 +0000 2016,TheShreeTweets,"@bmwindia latest trending car, running now in our India #AutoExpo2016 #AllNewBMWX1 Check the latest updates guys- ",Advertisement
Fri Feb 05 13:15:22 +0000 2016,dvrj24,#AutoExpo2016 And this seems perfect reason!!  ?? isn't it??  #jaiho ,Others
Fri Feb 05 13:15:27 +0000 2016,vineetbiradarp,RT @moneycontrolcom: Mahindra XUV Aero concept is unveiled  @odmag #AutoExpo2016 ,Technology
Fri Feb 05 13:15:28 +0000 2016,Ashok_Uppuluri,"Have you looked at this master piece @DatsunIndia   
#DatsunPavilion #AutoExpo2016",Others
Fri Feb 05 13:15:32 +0000 2016,priyasharma4211,"Have you guys watched the video of #DatsunPavilion at Auto expo ??

@DatsunIndia #AETMS2016",Advertisement
Fri Feb 05 13:15:38 +0000 2016,DailyWorldChd,Eicher launch 'trucking intelligence' at Auto Expo - ,Technology
Fri Feb 05 13:15:39 +0000 2016,Bisniscom,AUTO EXPO 2016 NEW DELHI: Truk Tata Signa Jadi Andalan Pameran Otomotif India  ,Automobile
Fri Feb 05 13:16:10 +0000 2016,laha_sanjib,RT @AnilKapoor: Good friends &amp; great cars... Not a bad way to spend the day! #AutoExpo2016 @Maruti_Corp @rajcheerfull #24IndiaS2 .…,Automobile
Fri Feb 05 13:16:11 +0000 2016,QuikrCars,"Unveiling the Best Concept Cars: #RenaultEolab, #XUVAero, #RenaultKwidClimber and #RenaultKwidRacer at #AutoExpo2016 ",Technology
Fri Feb 05 13:16:17 +0000 2016,suvadeep_paul,Delhi Auto Expo 2016: Our star cars  via @AutocarIndiaMag,Advertisement
Fri Feb 05 13:16:23 +0000 2016,HarshDave2800,RT @shreyshtyle: #JaguarXE unveiled at #AutoExpo2016 looks stunning &amp; is powerful. Great job @JLRIndia :) PC: @AutoExpo2016 ,Others
Fri Feb 05 13:16:23 +0000 2016,onlyprathamesh,"RT @SoDelhi: Besides exclusive passes for the Auto Expo, we're also giving 5 Flipkart vouchers! Any takers? Join us today at 5PM! #FordAtAu…",Business
Fri Feb 05 13:16:24 +0000 2016,AutoAdda,(Video) #RenaultKwid 1.0 L AMT #WalkAround - #AutoExpo2016 #DelhiAutoExpo2016 ,Technology
Fri Feb 05 13:16:30 +0000 2016,csbhakuni,RT @bmwindia: The young generation loves them too! #FutureOfLuxury #AutoExpo2016 ,Advertisement
Fri Feb 05 13:16:38 +0000 2016,rohit1020,"RT @AutoExpo2016: Handstand, Wheelie &amp; Doughnuts; What else can a bike enthusiast ask for! Stop by at the activity area at #AETMS16. https:…",Entertainment
Fri Feb 05 13:16:40 +0000 2016,KennedyPaul79,RT @drivesparkcom: Next Gen @Toyota_India #ToyotaAtAutoExpo Innova Crysta. Will it keep up to its predecessor? CLICK - ,Automobile
Fri Feb 05 13:16:44 +0000 2016,bertrandOD,"RT @Rohit_Paradkar: .@DatsunIndia has a piece of its illustrious past, it's present &amp; its future at #AETMS2016 @ the #DatsunPavilion 
https…",Technology
Fri Feb 05 13:16:49 +0000 2016,Automotive_Live,"#Mahindra #TUV300Endurance Edition Unveiled - #AutoExpo2016
#DelhiAutoExpo2016  #LatestCars ",Others
Fri Feb 05 13:16:50 +0000 2016,CrickeTendulkar,"Wooohoooo :-D 
Killer Look :*
@sachin_rt at the Auto Expo 2016.
#AutoExpo #bmw #sachin #cars #crazy ",Others
Fri Feb 05 13:16:56 +0000 2016,MRK_herE,RT @bmwindia: The young generation loves them too! #FutureOfLuxury #AutoExpo2016 ,Advertisement
Fri Feb 05 13:16:57 +0000 2016,ShriBhivaskar,"Behold the rally machine, Bluebird 1600 SSS (510) that represents the glory of Datsun. #DatsunPavilion #AETMS2016 @DatsunIndia",Automobile
Fri Feb 05 13:17:13 +0000 2016,onlyprathamesh,Fancy Winning Passes For Auto Expo 2016? Participate In The #FordAtAutoExpo Contest By @SoDelhi Right Away Then!,Entertainment
Fri Feb 05 13:17:20 +0000 2016,heta2792,@bhumika1231 The game changer is here!  #AllNewBMWX1 has caught everyone’s attention at Auto Expo 2016. ,Entertainment
Fri Feb 05 13:17:26 +0000 2016,onlyprathamesh,RT @SoDelhi: Here's a sneak peek of the 360 degree view of @FordIndia pavilion at the Delhi Auto Expo:   #FordAtAuto…,Advertisement
Fri Feb 05 13:17:27 +0000 2016,nazim24411,RT @SoDelhi: Experience the grandeur of @FordIndia's pavilion at the Delhi Auto Expo 2016:  #FordAtAutoExpo,Advertisement
Fri Feb 05 13:17:31 +0000 2016,navodayatimes,"#AutoExpo2016 ?? ??? ??????? ?? ??? ????? ????
 @CarDekho ",Others
Fri Feb 05 13:17:33 +0000 2016,ghymetroconf,"Delhi man during Auto-Expo. Heights of QTIYAPA 

Via Bollywood Gandu ",Others
Fri Feb 05 13:17:38 +0000 2016,saaisaaai1,"It's your opportunity to be up, close &amp; personal with the #FordMustang at @AutoExpo2016 Win passes to #FordAtAutoExpo in contest @sodelhi",Entertainment
Fri Feb 05 13:18:03 +0000 2016,TazyeenKhan,The #AllNewBMWX1 has made all the Heads Turn at Auto Expo 2016. Check   and see all the updates.,Advertisement
Fri Feb 05 13:18:03 +0000 2016,sunnyin49073523,"RT @madeofgreat: Proud to announce, #TataMotorsSmartHub has won the Best Pavilion Award by NDTV @carandbike at #AutoExpo2016. ",Entertainment
Fri Feb 05 13:18:03 +0000 2016,ShriBhivaskar,I like Datsun. #ISayYes. Bluebird 1600 SSS (510) that represents the glory of Datsun. #DatsunPavilion #AETMS2016 @DatsunIndia,Automobile
Fri Feb 05 13:18:09 +0000 2016,georgevargh,This entry - re-entry concept just kills the product line if its not for the long haul.Few who buy bites the dust.  ,Technology
Fri Feb 05 13:18:10 +0000 2016,onlyprathamesh,"Don't Miss Out On The #FordAtAutoExpo Contest Happening At @SoDelhi, Exclusive Passes For Auto Expo 2016 Are Up For Grabs!",Entertainment
Fri Feb 05 13:18:26 +0000 2016,Gajendr55859208,Choice Different With #AutoExpo2016 ,Others
Fri Feb 05 13:18:36 +0000 2016,saaisaaai1,Fancy Winning Passes For Auto Expo 2016? Participate In The #FordAtAutoExpo Contest By @SoDelhi Right Away Then!,Entertainment
Fri Feb 05 13:18:39 +0000 2016,prithvi1983,Top 5 bikes to watchout @AutoExpo2016  @oncarsin @honda2wheelerin @TVSMotor @MahindraRise @HeroMotoCorp @BMWMotorrad,Automobile
Fri Feb 05 13:18:42 +0000 2016,BakwasRadio,@DatsunIndia is coming with a unique GO-Cross concept for 1st time in India.Check it out  #DatsunPavilion #AETMS2016,Technology
Fri Feb 05 13:19:04 +0000 2016,SunitGandhi65,#DatsunPavilion #AutoExpo2016  Review ,Others
Fri Feb 05 13:19:04 +0000 2016,GamlaNahinVase,Valentine's Day gifts under Rs 500/-  #ValentinesDay #AutoExpo2016 #AutoExpo #delhi ,Business
Fri Feb 05 13:19:21 +0000 2016,Ahmedsarfaraz7,"RT @thefactilicious: Say YES to future, say YES to Datsun #DatsunPavilion at delhi #AutoExpo2016 #AETMS2016 @DatsunIndia",Technology
Fri Feb 05 13:19:23 +0000 2016,RKs_lovely,RT @HeroMotoCorp: The anti-gravity booth at #HeroAutoExpo seems to be liked by many including #Ranbir . Check him out. #AutoExpo2016 https:…,Advertisement
Fri Feb 05 13:19:28 +0000 2016,Ahmedsarfaraz7,RT @imwasimmondal: Guys.. #DatsunPavilion @DatsunIndia is all set to showcase their rich tradition at the  at #AETMS2016 to inspire young s…,Advertisement
Fri Feb 05 13:19:58 +0000 2016,TheSambitsamal,"For all automobile enthusiasts, here's a peak into Day one of @DatsunIndia 's #DatsunPavilion at the.... #AETMS2016 ",Advertisement
